city_code,prefecture,city,pref_kana,city_kana,manhole_url,status
11002,北海道,札幌市,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼ,https://we-love-manho.com/hokkaidou/sapporo/sapporo.html,OK
12025,北海道,函館市,ﾎｯｶｲﾄﾞｳ,ﾊｺﾀﾞﾃｼ,https://we-love-manho.com/hokkaidou/hakodate/hakodate.html,OK
12033,北海道,小樽市,ﾎｯｶｲﾄﾞｳ,ｵﾀﾙｼ,https://we-love-manho.com/hokkaidou/otaru/otaru.html,OK
12041,北海道,旭川市,ﾎｯｶｲﾄﾞｳ,ｱｻﾋｶﾜｼ,https://we-love-manho.com/hokkaidou/asahikawa/asahikawa.html,OK
12050,北海道,室蘭市,ﾎｯｶｲﾄﾞｳ,ﾑﾛﾗﾝｼ,https://we-love-manho.com/hokkaidou/murorann/murorann.html,OK
12068,北海道,釧路市,ﾎｯｶｲﾄﾞｳ,ｸｼﾛｼ,https://we-love-manho.com/hokkaidou/kusiro/kusiro.html,OK
12076,北海道,帯広市,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,https://we-love-manho.com/hokkaidou/obihiro/obihiro.html,OK
12084,北海道,北見市,ﾎｯｶｲﾄﾞｳ,ｷﾀﾐｼ,https://we-love-manho.com/hokkaidou/kitamisi/kitamisi.html,OK
12092,北海道,夕張市,ﾎｯｶｲﾄﾞｳ,ﾕｳﾊﾞﾘｼ,https://we-love-manho.com/hokkaidou/yuubarisi/yuubarisi.html,OK
12106,北海道,岩見沢市,ﾎｯｶｲﾄﾞｳ,ｲﾜﾐｻﾞﾜｼ,https://we-love-manho.com/hokkaidou/iwamizawa/iwamizawa.html,OK
12114,北海道,網走市,ﾎｯｶｲﾄﾞｳ,ｱﾊﾞｼﾘｼ,https://we-love-manho.com/hokkaidou/abasiri/abasiri.html,OK
12122,北海道,留萌市,ﾎｯｶｲﾄﾞｳ,ﾙﾓｲｼ,https://we-love-manho.com/hokkaidou/rumoisi/rumoisi.html,OK
12131,北海道,苫小牧市,ﾎｯｶｲﾄﾞｳ,ﾄﾏｺﾏｲｼ,https://we-love-manho.com/hokkaidou/tomakomai/tomakomai.html,OK
12149,北海道,稚内市,ﾎｯｶｲﾄﾞｳ,ﾜｯｶﾅｲｼ,https://we-love-manho.com/hokkaidou/wakkanai/wakkanai.html,OK
12157,北海道,美唄市,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾊﾞｲｼ,https://we-love-manho.com/hokkaidou/bibaisi/bibaisi.html,OK
12165,北海道,芦別市,ﾎｯｶｲﾄﾞｳ,ｱｼﾍﾞﾂｼ,https://we-love-manho.com/hokkaidou/asibetusi/asibetusi.html,OK
12173,北海道,江別市,ﾎｯｶｲﾄﾞｳ,ｴﾍﾞﾂｼ,https://we-love-manho.com/hokkaidou/ebetusi/ebetusi.html,OK
12181,北海道,赤平市,ﾎｯｶｲﾄﾞｳ,ｱｶﾋﾞﾗｼ,https://we-love-manho.com/hokkaidou/akabirasi/akabirasi.html,OK
12190,北海道,紋別市,ﾎｯｶｲﾄﾞｳ,ﾓﾝﾍﾞﾂｼ,https://we-love-manho.com/hokkaidou/monnbetu/monnbetu.html,OK
12203,北海道,士別市,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾂｼ,https://we-love-manho.com/hokkaidou/sibetusi/sibetusi.html,OK
12211,北海道,名寄市,ﾎｯｶｲﾄﾞｳ,ﾅﾖﾛｼ,https://we-love-manho.com/hokkaidou/nayorosi/nayorosi.html,OK
12220,北海道,三笠市,ﾎｯｶｲﾄﾞｳ,ﾐｶｻｼ,https://we-love-manho.com/hokkaidou/mikasasi/mikasasi.html,OK
12238,北海道,根室市,ﾎｯｶｲﾄﾞｳ,ﾈﾑﾛｼ,https://we-love-manho.com/hokkaidou/nemuro/nemuro.html,OK
12246,北海道,千歳市,ﾎｯｶｲﾄﾞｳ,ﾁﾄｾｼ,https://we-love-manho.com/hokkaidou/titose/titose.html,OK
12254,北海道,滝川市,ﾎｯｶｲﾄﾞｳ,ﾀｷｶﾜｼ,https://we-love-manho.com/hokkaidou/takikawasi/takikawasi.html,OK
12262,北海道,砂川市,ﾎｯｶｲﾄﾞｳ,ｽﾅｶﾞﾜｼ,https://we-love-manho.com/hokkaidou/sunagawasi/sunagawasi.html,OK
12271,北海道,歌志内市,ﾎｯｶｲﾄﾞｳ,ｳﾀｼﾅｲｼ,https://we-love-manho.com/hokkaidou/utasinaisi/utasinaisi.html,OK
12289,北海道,深川市,ﾎｯｶｲﾄﾞｳ,ﾌｶｶﾞﾜｼ,https://we-love-manho.com/hokkaidou/hukagawasi/hukagawasi.html,OK
12297,北海道,富良野市,ﾎｯｶｲﾄﾞｳ,ﾌﾗﾉｼ,https://we-love-manho.com/hokkaidou/hurano/hurano.html,OK
12301,北海道,登別市,ﾎｯｶｲﾄﾞｳ,ﾉﾎﾞﾘﾍﾞﾂｼ,https://we-love-manho.com/hokkaidou/noboribetusi/noboribetusi.html,OK
12319,北海道,恵庭市,ﾎｯｶｲﾄﾞｳ,ｴﾆﾜｼ,https://we-love-manho.com/hokkaidou/eniwasi/eniwasi.html,OK
12335,北海道,伊達市,ﾎｯｶｲﾄﾞｳ,ﾀﾞﾃｼ,https://we-love-manho.com/hokkaidou/datesi/datesi.html,OK
12343,北海道,北広島市,ﾎｯｶｲﾄﾞｳ,ｷﾀﾋﾛｼﾏｼ,https://we-love-manho.com/hokkaidou/kitahirosimasi/kitahirosimasi.html,OK
12351,北海道,石狩市,ﾎｯｶｲﾄﾞｳ,ｲｼｶﾘｼ,https://we-love-manho.com/hokkaidou/isikarisi/isikarisi.html,OK
12360,北海道,北斗市,ﾎｯｶｲﾄﾞｳ,ﾎｸﾄｼ,https://we-love-manho.com/hokkaidou/hokuto/hokuto.html,OK
13030,北海道,当別町,ﾎｯｶｲﾄﾞｳ,ﾄｳﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/toubetutyou/toubetutyou.html,OK
13048,北海道,新篠津村,ﾎｯｶｲﾄﾞｳ,ｼﾝｼﾉﾂﾑﾗ,https://we-love-manho.com/hokkaidou/sinnsinotumura/sinnsinotumura.html,OK
13315,北海道,松前町,ﾎｯｶｲﾄﾞｳ,ﾏﾂﾏｴﾁｮｳ,https://we-love-manho.com/hokkaidou/matumaetyou/matumaetyou.html,OK
13323,北海道,福島町,ﾎｯｶｲﾄﾞｳ,ﾌｸｼﾏﾁｮｳ,https://we-love-manho.com/hokkaidou/hukusimatyou/hukusimatyou.html,OK
13331,北海道,知内町,ﾎｯｶｲﾄﾞｳ,ｼﾘｳﾁﾁｮｳ,https://we-love-manho.com/hokkaidou/siriutityou/siriutityou.html,OK
13340,北海道,木古内町,ﾎｯｶｲﾄﾞｳ,ｷｺﾅｲﾁｮｳ,https://we-love-manho.com/hokkaidou/kikonai/kikonai.html,OK
13374,北海道,七飯町,ﾎｯｶｲﾄﾞｳ,ﾅﾅｴﾁｮｳ,https://we-love-manho.com/hokkaidou/nanaetyou/nanaetyou.html,OK
13439,北海道,鹿部町,ﾎｯｶｲﾄﾞｳ,ｼｶﾍﾞﾁｮｳ,https://we-love-manho.com/hokkaidou/sikabetyou/sikabetyou.html,OK
13455,北海道,森町,ﾎｯｶｲﾄﾞｳ,ﾓﾘﾏﾁ,https://we-love-manho.com/hokkaidou/morimati/morimati.html,OK
13463,北海道,八雲町,ﾎｯｶｲﾄﾞｳ,ﾔｸﾓﾁｮｳ,https://we-love-manho.com/hokkaidou/yakumotyou/yakumotyou.html,OK
13471,北海道,長万部町,ﾎｯｶｲﾄﾞｳ,ｵｼｬﾏﾝﾍﾞﾁｮｳ,https://we-love-manho.com/hokkaidou/osyamannbe/osyamannbe.html,OK
13617,北海道,江差町,ﾎｯｶｲﾄﾞｳ,ｴｻｼﾁｮｳ,https://we-love-manho.com/hokkaidou/esasi/esasi.html,OK
13625,北海道,上ノ国町,ﾎｯｶｲﾄﾞｳ,ｶﾐﾉｸﾆﾁｮｳ,https://we-love-manho.com/hokkaidou/kaminokuni/kaminokuni.html,OK
13633,北海道,厚沢部町,ﾎｯｶｲﾄﾞｳ,ｱｯｻﾌﾞﾁｮｳ,https://we-love-manho.com/hokkaidou/assabutyou/assabutyou.html,OK
13641,北海道,乙部町,ﾎｯｶｲﾄﾞｳ,ｵﾄﾍﾞﾁｮｳ,https://we-love-manho.com/hokkaidou/otobetyou/otobetyou.html,OK
13676,北海道,奥尻町,ﾎｯｶｲﾄﾞｳ,ｵｸｼﾘﾁｮｳ,https://we-love-manho.com/hokkaidou/okusirityou/okusirityou.html,OK
13706,北海道,今金町,ﾎｯｶｲﾄﾞｳ,ｲﾏｶﾈﾁｮｳ,https://we-love-manho.com/hokkaidou/imakanetyou/imakanetyou.html,OK
13714,北海道,せたな町,ﾎｯｶｲﾄﾞｳ,ｾﾀﾅﾁｮｳ,https://we-love-manho.com/hokkaidou/setanatyou/setanatyou.html,OK
13919,北海道,島牧村,ﾎｯｶｲﾄﾞｳ,ｼﾏﾏｷﾑﾗ,https://we-love-manho.com/hokkaidou/simamaki/simamaki.html,No infrastructure
13927,北海道,寿都町,ﾎｯｶｲﾄﾞｳ,ｽｯﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/suttutyou/suttutyou.html,OK
13935,北海道,黒松内町,ﾎｯｶｲﾄﾞｳ,ｸﾛﾏﾂﾅｲﾁｮｳ,https://we-love-manho.com/hokkaidou/kuromatunaityou/kuromatunaityou.html,OK
13943,北海道,蘭越町,ﾎｯｶｲﾄﾞｳ,ﾗﾝｺｼﾁｮｳ,https://we-love-manho.com/hokkaidou/rannkosityou/rannkosityou.html,OK
13951,北海道,ニセコ町,ﾎｯｶｲﾄﾞｳ,ﾆｾｺﾁｮｳ,https://we-love-manho.com/hokkaidou/nisekotyou/nisekotyou.html,OK
13960,北海道,真狩村,ﾎｯｶｲﾄﾞｳ,ﾏｯｶﾘﾑﾗ,https://we-love-manho.com/hokkaidou/makkarimura/makkarimura.html,OK
13978,北海道,留寿都村,ﾎｯｶｲﾄﾞｳ,ﾙｽﾂﾑﾗ,https://we-love-manho.com/hokkaidou/rusutumura/rusutumura.html,OK
13986,北海道,喜茂別町,ﾎｯｶｲﾄﾞｳ,ｷﾓﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/kimobetutyou/kimobetutyou.html,OK
13994,北海道,京極町,ﾎｯｶｲﾄﾞｳ,ｷｮｳｺﾞｸﾁｮｳ,https://we-love-manho.com/hokkaidou/kyougoku/kyougoku.html,OK
14001,北海道,倶知安町,ﾎｯｶｲﾄﾞｳ,ｸｯﾁｬﾝﾁｮｳ,https://we-love-manho.com/hokkaidou/kuttyanntyou/kuttyanntyou.html,OK
14010,北海道,共和町,ﾎｯｶｲﾄﾞｳ,ｷｮｳﾜﾁｮｳ,https://we-love-manho.com/hokkaidou/kyouwatyou/kyouwatyou.html,OK
14028,北海道,岩内町,ﾎｯｶｲﾄﾞｳ,ｲﾜﾅｲﾁｮｳ,https://we-love-manho.com/hokkaidou/iwanaityou/iwanaityou.html,OK
14036,北海道,泊村,ﾎｯｶｲﾄﾞｳ,ﾄﾏﾘﾑﾗ,https://we-love-manho.com/hokkaidou/tomarimura/tomarimura.html,OK
14044,北海道,神恵内村,ﾎｯｶｲﾄﾞｳ,ｶﾓｴﾅｲﾑﾗ,https://we-love-manho.com/hokkaidou/kamoenaimura/kamoenaimura.html,OK
14052,北海道,積丹町,ﾎｯｶｲﾄﾞｳ,ｼｬｺﾀﾝﾁｮｳ,https://we-love-manho.com/hokkaidou/syakotanntyou/syakotanntyou.html,OK
14061,北海道,古平町,ﾎｯｶｲﾄﾞｳ,ﾌﾙﾋﾞﾗﾁｮｳ,https://we-love-manho.com/hokkaidou/hurubiratyou/hurubiratyou.html,OK
14079,北海道,仁木町,ﾎｯｶｲﾄﾞｳ,ﾆｷﾁｮｳ,https://we-love-manho.com/hokkaidou/nikityou/nikityou.html,OK
14087,北海道,余市町,ﾎｯｶｲﾄﾞｳ,ﾖｲﾁﾁｮｳ,https://we-love-manho.com/hokkaidou/yoitityou/yoitityou.html,OK
14095,北海道,赤井川村,ﾎｯｶｲﾄﾞｳ,ｱｶｲｶﾞﾜﾑﾗ,https://we-love-manho.com/hokkaidou/akaigawamura/akaigawamura.html,OK
14231,北海道,南幌町,ﾎｯｶｲﾄﾞｳ,ﾅﾝﾎﾟﾛﾁｮｳ,https://we-love-manho.com/hokkaidou/nannporotyou/nannporotyou.html,OK
14249,北海道,奈井江町,ﾎｯｶｲﾄﾞｳ,ﾅｲｴﾁｮｳ,https://we-love-manho.com/hokkaidou/naietyou/naietyou.html,OK
14257,北海道,上砂川町,ﾎｯｶｲﾄﾞｳ,ｶﾐｽﾅｶﾞﾜﾁｮｳ,https://we-love-manho.com/hokkaidou/kamisunagawatyou/kamisunagawatyou.html,OK
14273,北海道,由仁町,ﾎｯｶｲﾄﾞｳ,ﾕﾆﾁｮｳ,https://we-love-manho.com/hokkaidou/yunityou/yunityou.html,OK
14281,北海道,長沼町,ﾎｯｶｲﾄﾞｳ,ﾅｶﾞﾇﾏﾁｮｳ,https://we-love-manho.com/hokkaidou/naganumatyou/naganumatyou.html,OK
14290,北海道,栗山町,ﾎｯｶｲﾄﾞｳ,ｸﾘﾔﾏﾁｮｳ,https://we-love-manho.com/hokkaidou/kuriyamatyou/kuriyamatyou.html,OK
14303,北海道,月形町,ﾎｯｶｲﾄﾞｳ,ﾂｷｶﾞﾀﾁｮｳ,https://we-love-manho.com/hokkaidou/tukigatatyou/tukigatatyou.html,OK
14311,北海道,浦臼町,ﾎｯｶｲﾄﾞｳ,ｳﾗｳｽﾁｮｳ,https://we-love-manho.com/hokkaidou/urausutyou/urausutyou.html,OK
14320,北海道,新十津川町,ﾎｯｶｲﾄﾞｳ,ｼﾝﾄﾂｶﾜﾁｮｳ,https://we-love-manho.com/hokkaidou/sinntotukawatyou/sinntotukawatyou.html,OK
14338,北海道,妹背牛町,ﾎｯｶｲﾄﾞｳ,ﾓｾｳｼﾁｮｳ,https://we-love-manho.com/hokkaidou/moseusityou/moseusityou.html,OK
14346,北海道,秩父別町,ﾎｯｶｲﾄﾞｳ,ﾁｯﾌﾟﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/tippubetutyou/tippubetutyou.html,OK
14362,北海道,雨竜町,ﾎｯｶｲﾄﾞｳ,ｳﾘｭｳﾁｮｳ,https://we-love-manho.com/hokkaidou/uryuutyou/uryuutyou.html,OK
14371,北海道,北竜町,ﾎｯｶｲﾄﾞｳ,ﾎｸﾘｭｳﾁｮｳ,https://we-love-manho.com/hokkaidou/hokuryuutyou/hokuryuutyou.html,OK
14389,北海道,沼田町,ﾎｯｶｲﾄﾞｳ,ﾇﾏﾀﾁｮｳ,https://we-love-manho.com/hokkaidou/numatatyou/numatatyou.html,OK
14524,北海道,鷹栖町,ﾎｯｶｲﾄﾞｳ,ﾀｶｽﾁｮｳ,https://we-love-manho.com/hokkaidou/takasutyou/takasutyou.html,OK
14532,北海道,東神楽町,ﾎｯｶｲﾄﾞｳ,ﾋｶﾞｼｶｸﾞﾗﾁｮｳ,https://we-love-manho.com/hokkaidou/higasikaguratyou/higasikaguratyou.html,OK
14541,北海道,当麻町,ﾎｯｶｲﾄﾞｳ,ﾄｳﾏﾁｮｳ,https://we-love-manho.com/hokkaidou/toumatyou/toumatyou.html,OK
14559,北海道,比布町,ﾎｯｶｲﾄﾞｳ,ﾋﾟｯﾌﾟﾁｮｳ,https://we-love-manho.com/hokkaidou/pipputyou/pipputyou.html,OK
14567,北海道,愛別町,ﾎｯｶｲﾄﾞｳ,ｱｲﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/aibetutyou/aibetutyou.html,OK
14575,北海道,上川町,ﾎｯｶｲﾄﾞｳ,ｶﾐｶﾜﾁｮｳ,https://we-love-manho.com/hokkaidou/kamikawatyou/kamikawatyou.html,OK
14583,北海道,東川町,ﾎｯｶｲﾄﾞｳ,ﾋｶﾞｼｶﾜﾁｮｳ,https://we-love-manho.com/hokkaidou/higasikawatyou/higasikawatyou.html,OK
14591,北海道,美瑛町,ﾎｯｶｲﾄﾞｳ,ﾋﾞｴｲﾁｮｳ,https://we-love-manho.com/hokkaidou/bieityou/bieityou.html,OK
14605,北海道,上富良野町,ﾎｯｶｲﾄﾞｳ,ｶﾐﾌﾗﾉﾁｮｳ,https://we-love-manho.com/hokkaidou/kamihuranotyou/kamihuranotyou.html,OK
14613,北海道,中富良野町,ﾎｯｶｲﾄﾞｳ,ﾅｶﾌﾗﾉﾁｮｳ,https://we-love-manho.com/hokkaidou/nakahuranotyou/nakahuranotyou.html,OK
14621,北海道,南富良野町,ﾎｯｶｲﾄﾞｳ,ﾐﾅﾐﾌﾗﾉﾁｮｳ,https://we-love-manho.com/hokkaidou/minamihuranotyou/minamihuranotyou.html,OK
14630,北海道,占冠村,ﾎｯｶｲﾄﾞｳ,ｼﾑｶｯﾌﾟﾑﾗ,https://we-love-manho.com/hokkaidou/simukappumura/simukappumura.html,OK
14648,北海道,和寒町,ﾎｯｶｲﾄﾞｳ,ﾜｯｻﾑﾁｮｳ,https://we-love-manho.com/hokkaidou/wassamutyou/wassamutyou.html,OK
14656,北海道,剣淵町,ﾎｯｶｲﾄﾞｳ,ｹﾝﾌﾞﾁﾁｮｳ,https://we-love-manho.com/hokkaidou/kennbutityou/kennbutityou.html,OK
14681,北海道,下川町,ﾎｯｶｲﾄﾞｳ,ｼﾓｶﾜﾁｮｳ,https://we-love-manho.com/hokkaidou/simokawatyou/simokawatyou.html,OK
14699,北海道,美深町,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾌｶﾁｮｳ,https://we-love-manho.com/hokkaidou/bihukatyou/bihukatyou.html,OK
14702,北海道,音威子府村,ﾎｯｶｲﾄﾞｳ,ｵﾄｲﾈｯﾌﾟﾑﾗ,https://we-love-manho.com/hokkaidou/otoineppumura/otoineppumura.html,OK
14711,北海道,中川町,ﾎｯｶｲﾄﾞｳ,ﾅｶｶﾞﾜﾁｮｳ,https://we-love-manho.com/hokkaidou/nakagawatyou/nakagawatyou.html,OK
14729,北海道,幌加内町,ﾎｯｶｲﾄﾞｳ,ﾎﾛｶﾅｲﾁｮｳ,https://we-love-manho.com/hokkaidou/horokanaityou/horokanaityou.html,OK
14818,北海道,増毛町,ﾎｯｶｲﾄﾞｳ,ﾏｼｹﾁｮｳ,https://we-love-manho.com/hokkaidou/masiketyou/masiketyou.html,OK
14826,北海道,小平町,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾗﾁｮｳ,https://we-love-manho.com/hokkaidou/obiratyou/obiratyou.html,OK
14834,北海道,苫前町,ﾎｯｶｲﾄﾞｳ,ﾄﾏﾏｴﾁｮｳ,https://we-love-manho.com/hokkaidou/tomamaetyou/tomamaetyou.html,OK
14842,北海道,羽幌町,ﾎｯｶｲﾄﾞｳ,ﾊﾎﾞﾛﾁｮｳ,https://we-love-manho.com/hokkaidou/haborotyou/haborotyou.html,OK
14851,北海道,初山別村,ﾎｯｶｲﾄﾞｳ,ｼｮｻﾝﾍﾞﾂﾑﾗ,https://we-love-manho.com/hokkaidou/syosannbetumura/syosannbetumura.html,OK
14869,北海道,遠別町,ﾎｯｶｲﾄﾞｳ,ｴﾝﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/ennbetutyou/ennbetutyou.html,OK
14877,北海道,天塩町,ﾎｯｶｲﾄﾞｳ,ﾃｼｵﾁｮｳ,https://we-love-manho.com/hokkaidou/tesiotyou/tesiotyou.html,OK
15113,北海道,猿払村,ﾎｯｶｲﾄﾞｳ,ｻﾙﾌﾂﾑﾗ,https://we-love-manho.com/hokkaidou/saruhutumura/saruhutumura.html,OK
15121,北海道,浜頓別町,ﾎｯｶｲﾄﾞｳ,ﾊﾏﾄﾝﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/hamatonnbetutyou/hamatonnbetutyou.html,OK
15130,北海道,中頓別町,ﾎｯｶｲﾄﾞｳ,ﾅｶﾄﾝﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/nakatonnbetutyou/nakatonnbetutyou.html,OK
15148,北海道,枝幸町,ﾎｯｶｲﾄﾞｳ,ｴｻｼﾁｮｳ,https://we-love-manho.com/hokkaidou/esasi/esasi.html,OK
15164,北海道,豊富町,ﾎｯｶｲﾄﾞｳ,ﾄﾖﾄﾐﾁｮｳ,https://we-love-manho.com/hokkaidou/toyotomityou/toyotomityou.html,OK
15172,北海道,礼文町,ﾎｯｶｲﾄﾞｳ,ﾚﾌﾞﾝﾁｮｳ,https://we-love-manho.com/hokkaidou/rebunn/rebunn.html,OK
15181,北海道,利尻町,ﾎｯｶｲﾄﾞｳ,ﾘｼﾘﾁｮｳ,https://we-love-manho.com/hokkaidou/risiri/risiri.html,OK
15199,北海道,利尻富士町,ﾎｯｶｲﾄﾞｳ,ﾘｼﾘﾌｼﾞﾁｮｳ,https://we-love-manho.com/hokkaidou/risirihuji/risirihuji.html,OK
15202,北海道,幌延町,ﾎｯｶｲﾄﾞｳ,ﾎﾛﾉﾍﾞﾁｮｳ,https://we-love-manho.com/hokkaidou/horonobetyou/horonobetyou.html,OK
15431,北海道,美幌町,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾎﾛﾁｮｳ,https://we-love-manho.com/hokkaidou/bihorotyou/bihorotyou.html,OK
15440,北海道,津別町,ﾎｯｶｲﾄﾞｳ,ﾂﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/tubetutyou/tubetutyou.html,OK
15458,北海道,斜里町,ﾎｯｶｲﾄﾞｳ,ｼｬﾘﾁｮｳ,https://we-love-manho.com/hokkaidou/syari/syari.html,OK
15466,北海道,清里町,ﾎｯｶｲﾄﾞｳ,ｷﾖｻﾄﾁｮｳ,https://we-love-manho.com/hokkaidou/kiyosato/kiyosato.html,OK
15474,北海道,小清水町,ﾎｯｶｲﾄﾞｳ,ｺｼﾐｽﾞﾁｮｳ,https://we-love-manho.com/hokkaidou/kosimizutyou/kosimizutyou.html,OK
15491,北海道,訓子府町,ﾎｯｶｲﾄﾞｳ,ｸﾝﾈｯﾌﾟﾁｮｳ,https://we-love-manho.com/hokkaidou/kunnnepputyou/kunnnepputyou.html,OK
15504,北海道,置戸町,ﾎｯｶｲﾄﾞｳ,ｵｹﾄﾁｮｳ,https://we-love-manho.com/hokkaidou/oketotyou/oketotyou.html,OK
15521,北海道,佐呂間町,ﾎｯｶｲﾄﾞｳ,ｻﾛﾏﾁｮｳ,https://we-love-manho.com/hokkaidou/saromatyou/saromatyou.html,OK
15555,北海道,遠軽町,ﾎｯｶｲﾄﾞｳ,ｴﾝｶﾞﾙﾁｮｳ,https://we-love-manho.com/hokkaidou/enngarutyou/enngarutyou.html,OK
15598,北海道,湧別町,ﾎｯｶｲﾄﾞｳ,ﾕｳﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/yuubetutyou/yuubetutyou.html,OK
15601,北海道,滝上町,ﾎｯｶｲﾄﾞｳ,ﾀｷﾉｳｴﾁｮｳ,https://we-love-manho.com/hokkaidou/takinouetyou/takinouetyou.html,OK
15610,北海道,興部町,ﾎｯｶｲﾄﾞｳ,ｵｺｯﾍﾟﾁｮｳ,https://we-love-manho.com/hokkaidou/okoppetyou/okoppetyou.html,OK
15628,北海道,西興部村,ﾎｯｶｲﾄﾞｳ,ﾆｼｵｺｯﾍﾟﾑﾗ,https://we-love-manho.com/hokkaidou/nisiokoppemura/nisiokoppemura.html,OK
15636,北海道,雄武町,ﾎｯｶｲﾄﾞｳ,ｵｳﾑﾁｮｳ,https://we-love-manho.com/hokkaidou/oumutyou/oumutyou.html,OK
15644,北海道,大空町,ﾎｯｶｲﾄﾞｳ,ｵｵｿﾞﾗﾁｮｳ,https://we-love-manho.com/hokkaidou/oozoratyou/oozoratyou.html,OK
15717,北海道,豊浦町,ﾎｯｶｲﾄﾞｳ,ﾄﾖｳﾗﾁｮｳ,https://we-love-manho.com/hokkaidou/toyouratyou/toyouratyou.html,OK
15750,北海道,壮瞥町,ﾎｯｶｲﾄﾞｳ,ｿｳﾍﾞﾂﾁｮｳ,https://we-love-manho.com/hokkaidou/soubetutyou/soubetutyou.html,OK
15784,北海道,白老町,ﾎｯｶｲﾄﾞｳ,ｼﾗｵｲﾁｮｳ,https://we-love-manho.com/hokkaidou/siraoityou/siraoityou.html,OK
15814,北海道,厚真町,ﾎｯｶｲﾄﾞｳ,ｱﾂﾏﾁｮｳ,https://we-love-manho.com/hokkaidou/atumatyou/atumatyou.html,OK
15849,北海道,洞爺湖町,ﾎｯｶｲﾄﾞｳ,ﾄｳﾔｺﾁｮｳ,https://we-love-manho.com/hokkaidou/touyakotyou/touyakotyou.html,OK
15857,北海道,安平町,ﾎｯｶｲﾄﾞｳ,ｱﾋﾞﾗﾁｮｳ,https://we-love-manho.com/hokkaidou/abiratyou/abiratyou.html,OK
15865,北海道,むかわ町,ﾎｯｶｲﾄﾞｳ,ﾑｶﾜﾁｮｳ,https://we-love-manho.com/hokkaidou/mukawatyou/mukawatyou.html,OK
16012,北海道,日高町,ﾎｯｶｲﾄﾞｳ,ﾋﾀﾞｶﾁｮｳ,https://we-love-manho.com/hokkaidou/hidakatyou/hidakatyou.html,OK
16021,北海道,平取町,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾗﾄﾘﾁｮｳ,https://we-love-manho.com/hokkaidou/biratorityou/biratorityou.html,OK
16047,北海道,新冠町,ﾎｯｶｲﾄﾞｳ,ﾆｲｶｯﾌﾟﾁｮｳ,https://we-love-manho.com/hokkaidou/niikapputyou/niikapputyou.html,OK
16071,北海道,浦河町,ﾎｯｶｲﾄﾞｳ,ｳﾗｶﾜﾁｮｳ,https://we-love-manho.com/hokkaidou/urakawatyou/urakawatyou.html,OK
16080,北海道,様似町,ﾎｯｶｲﾄﾞｳ,ｻﾏﾆﾁｮｳ,https://we-love-manho.com/hokkaidou/samanityou/samanityou.html,OK
16098,北海道,えりも町,ﾎｯｶｲﾄﾞｳ,ｴﾘﾓﾁｮｳ,https://we-love-manho.com/hokkaidou/erimotyou/erimotyou.html,OK
16101,北海道,新ひだか町,ﾎｯｶｲﾄﾞｳ,ｼﾝﾋﾀﾞｶﾁｮｳ,https://we-love-manho.com/hokkaidou/sinnhidakatyou/sinnhidakatyou.html,OK
16314,北海道,音更町,ﾎｯｶｲﾄﾞｳ,ｵﾄﾌｹﾁｮｳ,https://we-love-manho.com/hokkaidou/otohuketyou/otohuketyou.html,OK
16322,北海道,士幌町,ﾎｯｶｲﾄﾞｳ,ｼﾎﾛﾁｮｳ,https://we-love-manho.com/hokkaidou/sihorotyou/sihorotyou.html,OK
16331,北海道,上士幌町,ﾎｯｶｲﾄﾞｳ,ｶﾐｼﾎﾛﾁｮｳ,https://we-love-manho.com/hokkaidou/kamisihorotyou/kamisihorotyou.html,OK
16349,北海道,鹿追町,ﾎｯｶｲﾄﾞｳ,ｼｶｵｲﾁｮｳ,https://we-love-manho.com/hokkaidou/sikaoi/sikaoi.html,OK
16357,北海道,新得町,ﾎｯｶｲﾄﾞｳ,ｼﾝﾄｸﾁｮｳ,https://we-love-manho.com/hokkaidou/sinntokutyou/sinntokutyou.html,OK
16365,北海道,清水町,ﾎｯｶｲﾄﾞｳ,ｼﾐｽﾞﾁｮｳ,https://we-love-manho.com/hokkaidou/simizutyou/simizutyou.html,OK
16373,北海道,芽室町,ﾎｯｶｲﾄﾞｳ,ﾒﾑﾛﾁｮｳ,https://we-love-manho.com/hokkaidou/memurotyou/memurotyou.html,OK
